sequence,unit_id,matched_unit_id,channel,model,protocol,seed,outer_fold,n_outer_folds,n_fit,n_validation,n_outer_test,train_seed_key,train_seed_u32,inner_split_path,inner_split_sha256,outer_fold_sha256,pair_manifest_sha256,cache_sha256,split_manifest_v2_sha256,tier_b_sha256
277,d1__resnet_se__loso__s0__f009__speech,d1__resnet_se__loso__s0__f009,speech,resnet_se,loso,0,9,23,704,264,44,D1-train|resnet_se|loso|9|0,3729126895,loso/fold_009_seed_0.npz,9a795d0e4e342606945b5fcd0de238ca1a7a7f14cb4a2de35463f39ee5722cef,037a72d55250db457991a305a53a9cc56acfa55a542aeda890051c08f9bb42b7,d1f7c60a006b04fec1eabbc7d5a71197a4a0f44eab8154f7214c389d9244ec66,72c4f52c5380c67425cd66055856dc518fb9f7af40ad053f6f26ff2940aa3196,04b9953b354384043a64c5dbe77cb7e449f5bb4b4fd900d22f1bfbaf1ba10dcc,50173aadf66207f5814f4c89bd6e15fed149964713431105abdfe1da2e2686b3
278,d1__resnet_se__loso__s0__f009__song,d1__resnet_se__loso__s0__f009,song,resnet_se,loso,0,9,23,704,264,44,D1-train|resnet_se|loso|9|0,3729126895,loso/fold_009_seed_0.npz,9a795d0e4e342606945b5fcd0de238ca1a7a7f14cb4a2de35463f39ee5722cef,037a72d55250db457991a305a53a9cc56acfa55a542aeda890051c08f9bb42b7,d1f7c60a006b04fec1eabbc7d5a71197a4a0f44eab8154f7214c389d9244ec66,6a29d9106bfb0df837fe263f5f9a9620776a69480995032b5a01525bc9f86929,04b9953b354384043a64c5dbe77cb7e449f5bb4b4fd900d22f1bfbaf1ba10dcc,50173aadf66207f5814f4c89bd6e15fed149964713431105abdfe1da2e2686b3
279,d1__resnet_se__loso__s0__f010__speech,d1__resnet_se__loso__s0__f010,speech,resnet_se,loso,0,10,23,704,264,44,D1-train|resnet_se|loso|10|0,332442337,loso/fold_010_seed_0.npz,47e1814aa1bbf810ceaa03fc4124540c136a098de54788d62625f6037d35b75d,27fba548a19401906007fdaf87dd42f4b29017afe93ca498d85bcc3b18745ecc,d1f7c60a006b04fec1eabbc7d5a71197a4a0f44eab8154f7214c389d9244ec66,72c4f52c5380c67425cd66055856dc518fb9f7af40ad053f6f26ff2940aa3196,04b9953b354384043a64c5dbe77cb7e449f5bb4b4fd900d22f1bfbaf1ba10dcc,50173aadf66207f5814f4c89bd6e15fed149964713431105abdfe1da2e2686b3
280,d1__resnet_se__loso__s0__f010__song,d1__resnet_se__loso__s0__f010,song,resnet_se,loso,0,10,23,704,264,44,D1-train|resnet_se|loso|10|0,332442337,loso/fold_010_seed_0.npz,47e1814aa1bbf810ceaa03fc4124540c136a098de54788d62625f6037d35b75d,27fba548a19401906007fdaf87dd42f4b29017afe93ca498d85bcc3b18745ecc,d1f7c60a006b04fec1eabbc7d5a71197a4a0f44eab8154f7214c389d9244ec66,6a29d9106bfb0df837fe263f5f9a9620776a69480995032b5a01525bc9f86929,04b9953b354384043a64c5dbe77cb7e449f5bb4b4fd900d22f1bfbaf1ba10dcc,50173aadf66207f5814f4c89bd6e15fed149964713431105abdfe1da2e2686b3
281,d1__resnet_se__loso__s0__f011__speech,d1__resnet_se__loso__s0__f011,speech,resnet_se,loso,0,11,23,704,264,44,D1-train|resnet_se|loso|11|0,3830990479,loso/fold_011_seed_0.npz,cb1fc2fde1de594abdcf75e245b131630f877f2c544e58a435ac4898dc6ebd11,629c73041e2f0b6568b4be257c2a4c4f49c5a788edcdec664b40cedbd99db437,d1f7c60a006b04fec1eabbc7d5a71197a4a0f44eab8154f7214c389d9244ec66,72c4f52c5380c67425cd66055856dc518fb9f7af40ad053f6f26ff2940aa3196,04b9953b354384043a64c5dbe77cb7e449f5bb4b4fd900d22f1bfbaf1ba10dcc,50173aadf66207f5814f4c89bd6e15fed149964713431105abdfe1da2e2686b3
282,d1__resnet_se__loso__s0__f011__song,d1__resnet_se__loso__s0__f011,song,resnet_se,loso,0,11,23,704,264,44,D1-train|resnet_se|loso|11|0,3830990479,loso/fold_011_seed_0.npz,cb1fc2fde1de594abdcf75e245b131630f877f2c544e58a435ac4898dc6ebd11,629c73041e2f0b6568b4be257c2a4c4f49c5a788edcdec664b40cedbd99db437,d1f7c60a006b04fec1eabbc7d5a71197a4a0f44eab8154f7214c389d9244ec66,6a29d9106bfb0df837fe263f5f9a9620776a69480995032b5a01525bc9f86929,04b9953b354384043a64c5dbe77cb7e449f5bb4b4fd900d22f1bfbaf1ba10dcc,50173aadf66207f5814f4c89bd6e15fed149964713431105abdfe1da2e2686b3
283,d1__resnet_se__loso__s0__f012__speech,d1__resnet_se__loso__s0__f012,speech,resnet_se,loso,0,12,23,704,264,44,D1-train|resnet_se|loso|12|0,2905476421,loso/fold_012_seed_0.npz,2741cddd8c6c8f76c488bc7599cb63a0891661a80dfbd1bf8216b849482d2abe,351f34407bdd410fcbcff2a1605b3c3344a4f4cff4cc99cc5b38cc950342faed,d1f7c60a006b04fec1eabbc7d5a71197a4a0f44eab8154f7214c389d9244ec66,72c4f52c5380c67425cd66055856dc518fb9f7af40ad053f6f26ff2940aa3196,04b9953b354384043a64c5dbe77cb7e449f5bb4b4fd900d22f1bfbaf1ba10dcc,50173aadf66207f5814f4c89bd6e15fed149964713431105abdfe1da2e2686b3
284,d1__resnet_se__loso__s0__f012__song,d1__resnet_se__loso__s0__f012,song,resnet_se,loso,0,12,23,704,264,44,D1-train|resnet_se|loso|12|0,2905476421,loso/fold_012_seed_0.npz,2741cddd8c6c8f76c488bc7599cb63a0891661a80dfbd1bf8216b849482d2abe,351f34407bdd410fcbcff2a1605b3c3344a4f4cff4cc99cc5b38cc950342faed,d1f7c60a006b04fec1eabbc7d5a71197a4a0f44eab8154f7214c389d9244ec66,6a29d9106bfb0df837fe263f5f9a9620776a69480995032b5a01525bc9f86929,04b9953b354384043a64c5dbe77cb7e449f5bb4b4fd900d22f1bfbaf1ba10dcc,50173aadf66207f5814f4c89bd6e15fed149964713431105abdfe1da2e2686b3
285,d1__resnet_se__loso__s0__f013__speech,d1__resnet_se__loso__s0__f013,speech,resnet_se,loso,0,13,23,704,264,44,D1-train|resnet_se|loso|13|0,3897213941,loso/fold_013_seed_0.npz,de5167c3699cc40238ec7f8991e912511aadb898ad4e504c726c2f0c5c2e3b44,591e914fca9f002acf4299f149578d9a93b21bd39eb515288579ddaf8cc8b884,d1f7c60a006b04fec1eabbc7d5a71197a4a0f44eab8154f7214c389d9244ec66,72c4f52c5380c67425cd66055856dc518fb9f7af40ad053f6f26ff2940aa3196,04b9953b354384043a64c5dbe77cb7e449f5bb4b4fd900d22f1bfbaf1ba10dcc,50173aadf66207f5814f4c89bd6e15fed149964713431105abdfe1da2e2686b3
286,d1__resnet_se__loso__s0__f013__song,d1__resnet_se__loso__s0__f013,song,resnet_se,loso,0,13,23,704,264,44,D1-train|resnet_se|loso|13|0,3897213941,loso/fold_013_seed_0.npz,de5167c3699cc40238ec7f8991e912511aadb898ad4e504c726c2f0c5c2e3b44,591e914fca9f002acf4299f149578d9a93b21bd39eb515288579ddaf8cc8b884,d1f7c60a006b04fec1eabbc7d5a71197a4a0f44eab8154f7214c389d9244ec66,6a29d9106bfb0df837fe263f5f9a9620776a69480995032b5a01525bc9f86929,04b9953b354384043a64c5dbe77cb7e449f5bb4b4fd900d22f1bfbaf1ba10dcc,50173aadf66207f5814f4c89bd6e15fed149964713431105abdfe1da2e2686b3
287,d1__resnet_se__loso__s0__f014__speech,d1__resnet_se__loso__s0__f014,speech,resnet_se,loso,0,14,23,704,264,44,D1-train|resnet_se|loso|14|0,4029227576,loso/fold_014_seed_0.npz,15be7c4b90add59c61240c789fbc6f95627b81103dd0b4630cc3a9e38df4a895,8cbfb33683b39419491996015e3d8800de21fc2a28dc7244dbf2243bc05df043,d1f7c60a006b04fec1eabbc7d5a71197a4a0f44eab8154f7214c389d9244ec66,72c4f52c5380c67425cd66055856dc518fb9f7af40ad053f6f26ff2940aa3196,04b9953b354384043a64c5dbe77cb7e449f5bb4b4fd900d22f1bfbaf1ba10dcc,50173aadf66207f5814f4c89bd6e15fed149964713431105abdfe1da2e2686b3
288,d1__resnet_se__loso__s0__f014__song,d1__resnet_se__loso__s0__f014,song,resnet_se,loso,0,14,23,704,264,44,D1-train|resnet_se|loso|14|0,4029227576,loso/fold_014_seed_0.npz,15be7c4b90add59c61240c789fbc6f95627b81103dd0b4630cc3a9e38df4a895,8cbfb33683b39419491996015e3d8800de21fc2a28dc7244dbf2243bc05df043,d1f7c60a006b04fec1eabbc7d5a71197a4a0f44eab8154f7214c389d9244ec66,6a29d9106bfb0df837fe263f5f9a9620776a69480995032b5a01525bc9f86929,04b9953b354384043a64c5dbe77cb7e449f5bb4b4fd900d22f1bfbaf1ba10dcc,50173aadf66207f5814f4c89bd6e15fed149964713431105abdfe1da2e2686b3
289,d1__resnet_se__loso__s0__f015__speech,d1__resnet_se__loso__s0__f015,speech,resnet_se,loso,0,15,23,704,264,44,D1-train|resnet_se|loso|15|0,623096198,loso/fold_015_seed_0.npz,38aebf1399ec067e6d3e5a844024a3f346d1ed2414d7713a5bf05ae110fa98ca,1f8d79f84d70bbba7c4244828d888254c82a158ef1b408ad2f38c22d9f0fa66f,d1f7c60a006b04fec1eabbc7d5a71197a4a0f44eab8154f7214c389d9244ec66,72c4f52c5380c67425cd66055856dc518fb9f7af40ad053f6f26ff2940aa3196,04b9953b354384043a64c5dbe77cb7e449f5bb4b4fd900d22f1bfbaf1ba10dcc,50173aadf66207f5814f4c89bd6e15fed149964713431105abdfe1da2e2686b3
290,d1__resnet_se__loso__s0__f015__song,d1__resnet_se__loso__s0__f015,song,resnet_se,loso,0,15,23,704,264,44,D1-train|resnet_se|loso|15|0,623096198,loso/fold_015_seed_0.npz,38aebf1399ec067e6d3e5a844024a3f346d1ed2414d7713a5bf05ae110fa98ca,1f8d79f84d70bbba7c4244828d888254c82a158ef1b408ad2f38c22d9f0fa66f,d1f7c60a006b04fec1eabbc7d5a71197a4a0f44eab8154f7214c389d9244ec66,6a29d9106bfb0df837fe263f5f9a9620776a69480995032b5a01525bc9f86929,04b9953b354384043a64c5dbe77cb7e449f5bb4b4fd900d22f1bfbaf1ba10dcc,50173aadf66207f5814f4c89bd6e15fed149964713431105abdfe1da2e2686b3
291,d1__resnet_se__loso__s0__f016__speech,d1__resnet_se__loso__s0__f016,speech,resnet_se,loso,0,16,23,704,264,44,D1-train|resnet_se|loso|16|0,3575252811,loso/fold_016_seed_0.npz,687073a162231677564e16e44acf8898584139a315404c8955063bed40914827,0331dcdcbb1b29b3dc5da8477978a99c46bb8746aa058fe1de70524763ff6bf4,d1f7c60a006b04fec1eabbc7d5a71197a4a0f44eab8154f7214c389d9244ec66,72c4f52c5380c67425cd66055856dc518fb9f7af40ad053f6f26ff2940aa3196,04b9953b354384043a64c5dbe77cb7e449f5bb4b4fd900d22f1bfbaf1ba10dcc,50173aadf66207f5814f4c89bd6e15fed149964713431105abdfe1da2e2686b3
292,d1__resnet_se__loso__s0__f016__song,d1__resnet_se__loso__s0__f016,song,resnet_se,loso,0,16,23,704,264,44,D1-train|resnet_se|loso|16|0,3575252811,loso/fold_016_seed_0.npz,687073a162231677564e16e44acf8898584139a315404c8955063bed40914827,0331dcdcbb1b29b3dc5da8477978a99c46bb8746aa058fe1de70524763ff6bf4,d1f7c60a006b04fec1eabbc7d5a71197a4a0f44eab8154f7214c389d9244ec66,6a29d9106bfb0df837fe263f5f9a9620776a69480995032b5a01525bc9f86929,04b9953b354384043a64c5dbe77cb7e449f5bb4b4fd900d22f1bfbaf1ba10dcc,50173aadf66207f5814f4c89bd6e15fed149964713431105abdfe1da2e2686b3
293,d1__resnet_se__loso__s0__f017__speech,d1__resnet_se__loso__s0__f017,speech,resnet_se,loso,0,17,23,704,264,44,D1-train|resnet_se|loso|17|0,49035001,loso/fold_017_seed_0.npz,6d68754619fc55efa99154345743a0d86e3799a6a88fc7535f4dc52c38ccb415,f1fc666c9a1bd9414058c884af67407d4062497155f80fb2da0783382a27f68d,d1f7c60a006b04fec1eabbc7d5a71197a4a0f44eab8154f7214c389d9244ec66,72c4f52c5380c67425cd66055856dc518fb9f7af40ad053f6f26ff2940aa3196,04b9953b354384043a64c5dbe77cb7e449f5bb4b4fd900d22f1bfbaf1ba10dcc,50173aadf66207f5814f4c89bd6e15fed149964713431105abdfe1da2e2686b3
294,d1__resnet_se__loso__s0__f017__song,d1__resnet_se__loso__s0__f017,song,resnet_se,loso,0,17,23,704,264,44,D1-train|resnet_se|loso|17|0,49035001,loso/fold_017_seed_0.npz,6d68754619fc55efa99154345743a0d86e3799a6a88fc7535f4dc52c38ccb415,f1fc666c9a1bd9414058c884af67407d4062497155f80fb2da0783382a27f68d,d1f7c60a006b04fec1eabbc7d5a71197a4a0f44eab8154f7214c389d9244ec66,6a29d9106bfb0df837fe263f5f9a9620776a69480995032b5a01525bc9f86929,04b9953b354384043a64c5dbe77cb7e449f5bb4b4fd900d22f1bfbaf1ba10dcc,50173aadf66207f5814f4c89bd6e15fed149964713431105abdfe1da2e2686b3
295,d1__resnet_se__loso__s0__f018__speech,d1__resnet_se__loso__s0__f018,speech,resnet_se,loso,0,18,23,704,264,44,D1-train|resnet_se|loso|18|0,4244040311,loso/fold_018_seed_0.npz,416d40b01b017eb52f1bdbdcc664bfc0aca8d447f51c7d22b9f50d4cf9d9ba3b,ba8003edbc23c4fdcb09f2df7f93c8340ff79efd1797c8c1adf4c59ea599785a,d1f7c60a006b04fec1eabbc7d5a71197a4a0f44eab8154f7214c389d9244ec66,72c4f52c5380c67425cd66055856dc518fb9f7af40ad053f6f26ff2940aa3196,04b9953b354384043a64c5dbe77cb7e449f5bb4b4fd900d22f1bfbaf1ba10dcc,50173aadf66207f5814f4c89bd6e15fed149964713431105abdfe1da2e2686b3
296,d1__resnet_se__loso__s0__f018__song,d1__resnet_se__loso__s0__f018,song,resnet_se,loso,0,18,23,704,264,44,D1-train|resnet_se|loso|18|0,4244040311,loso/fold_018_seed_0.npz,416d40b01b017eb52f1bdbdcc664bfc0aca8d447f51c7d22b9f50d4cf9d9ba3b,ba8003edbc23c4fdcb09f2df7f93c8340ff79efd1797c8c1adf4c59ea599785a,d1f7c60a006b04fec1eabbc7d5a71197a4a0f44eab8154f7214c389d9244ec66,6a29d9106bfb0df837fe263f5f9a9620776a69480995032b5a01525bc9f86929,04b9953b354384043a64c5dbe77cb7e449f5bb4b4fd900d22f1bfbaf1ba10dcc,50173aadf66207f5814f4c89bd6e15fed149964713431105abdfe1da2e2686b3
297,d1__resnet_se__loso__s0__f019__speech,d1__resnet_se__loso__s0__f019,speech,resnet_se,loso,0,19,23,704,264,44,D1-train|resnet_se|loso|19|0,481384074,loso/fold_019_seed_0.npz,7d996687749cc44db49c1630ff0a8febca77d024883fecbd8a230d0d7121b086,7a7536aa1a81ddbf3b10ea882dad725b4cfc655b03c8acad1391710d45ee5cf1,d1f7c60a006b04fec1eabbc7d5a71197a4a0f44eab8154f7214c389d9244ec66,72c4f52c5380c67425cd66055856dc518fb9f7af40ad053f6f26ff2940aa3196,04b9953b354384043a64c5dbe77cb7e449f5bb4b4fd900d22f1bfbaf1ba10dcc,50173aadf66207f5814f4c89bd6e15fed149964713431105abdfe1da2e2686b3
298,d1__resnet_se__loso__s0__f019__song,d1__resnet_se__loso__s0__f019,song,resnet_se,loso,0,19,23,704,264,44,D1-train|resnet_se|loso|19|0,481384074,loso/fold_019_seed_0.npz,7d996687749cc44db49c1630ff0a8febca77d024883fecbd8a230d0d7121b086,7a7536aa1a81ddbf3b10ea882dad725b4cfc655b03c8acad1391710d45ee5cf1,d1f7c60a006b04fec1eabbc7d5a71197a4a0f44eab8154f7214c389d9244ec66,6a29d9106bfb0df837fe263f5f9a9620776a69480995032b5a01525bc9f86929,04b9953b354384043a64c5dbe77cb7e449f5bb4b4fd900d22f1bfbaf1ba10dcc,50173aadf66207f5814f4c89bd6e15fed149964713431105abdfe1da2e2686b3
299,d1__resnet_se__loso__s0__f020__speech,d1__resnet_se__loso__s0__f020,speech,resnet_se,loso,0,20,23,704,264,44,D1-train|resnet_se|loso|20|0,2020110811,loso/fold_020_seed_0.npz,8228a6f51be011a61c61360ffc32f6dc4f498f5ad3ccf6ebce750b816c38a5d1,0ca650b7037b4aba064e42652c7fb7b6605fae412b86d5643f66dc3ff2aa48f7,d1f7c60a006b04fec1eabbc7d5a71197a4a0f44eab8154f7214c389d9244ec66,72c4f52c5380c67425cd66055856dc518fb9f7af40ad053f6f26ff2940aa3196,04b9953b354384043a64c5dbe77cb7e449f5bb4b4fd900d22f1bfbaf1ba10dcc,50173aadf66207f5814f4c89bd6e15fed149964713431105abdfe1da2e2686b3
300,d1__resnet_se__loso__s0__f020__song,d1__resnet_se__loso__s0__f020,song,resnet_se,loso,0,20,23,704,264,44,D1-train|resnet_se|loso|20|0,2020110811,loso/fold_020_seed_0.npz,8228a6f51be011a61c61360ffc32f6dc4f498f5ad3ccf6ebce750b816c38a5d1,0ca650b7037b4aba064e42652c7fb7b6605fae412b86d5643f66dc3ff2aa48f7,d1f7c60a006b04fec1eabbc7d5a71197a4a0f44eab8154f7214c389d9244ec66,6a29d9106bfb0df837fe263f5f9a9620776a69480995032b5a01525bc9f86929,04b9953b354384043a64c5dbe77cb7e449f5bb4b4fd900d22f1bfbaf1ba10dcc,50173aadf66207f5814f4c89bd6e15fed149964713431105abdfe1da2e2686b3
301,d1__resnet_se__loso__s0__f021__speech,d1__resnet_se__loso__s0__f021,speech,resnet_se,loso,0,21,23,704,264,44,D1-train|resnet_se|loso|21|0,3748718658,loso/fold_021_seed_0.npz,c3c035845384170136b7e6ef2932adcc8fe50afe4f55ae2ffda4d39b66f3f5ce,ec4803dded72cf140e605e16266d0cc52a59e1f06c9a0e140e25c4514679aa50,d1f7c60a006b04fec1eabbc7d5a71197a4a0f44eab8154f7214c389d9244ec66,72c4f52c5380c67425cd66055856dc518fb9f7af40ad053f6f26ff2940aa3196,04b9953b354384043a64c5dbe77cb7e449f5bb4b4fd900d22f1bfbaf1ba10dcc,50173aadf66207f5814f4c89bd6e15fed149964713431105abdfe1da2e2686b3
302,d1__resnet_se__loso__s0__f021__song,d1__resnet_se__loso__s0__f021,song,resnet_se,loso,0,21,23,704,264,44,D1-train|resnet_se|loso|21|0,3748718658,loso/fold_021_seed_0.npz,c3c035845384170136b7e6ef2932adcc8fe50afe4f55ae2ffda4d39b66f3f5ce,ec4803dded72cf140e605e16266d0cc52a59e1f06c9a0e140e25c4514679aa50,d1f7c60a006b04fec1eabbc7d5a71197a4a0f44eab8154f7214c389d9244ec66,6a29d9106bfb0df837fe263f5f9a9620776a69480995032b5a01525bc9f86929,04b9953b354384043a64c5dbe77cb7e449f5bb4b4fd900d22f1bfbaf1ba10dcc,50173aadf66207f5814f4c89bd6e15fed149964713431105abdfe1da2e2686b3
303,d1__resnet_se__loso__s0__f022__speech,d1__resnet_se__loso__s0__f022,speech,resnet_se,loso,0,22,23,704,264,44,D1-train|resnet_se|loso|22|0,3336245919,loso/fold_022_seed_0.npz,0822da100e4e33f2ae16dfc4f7a09e47c0f773290008fb83bdac75b0a882ac8c,02b4b79d55d677abf9548694b12f3a4e9eaabda6620bc8dea065b828be0e7cc0,d1f7c60a006b04fec1eabbc7d5a71197a4a0f44eab8154f7214c389d9244ec66,72c4f52c5380c67425cd66055856dc518fb9f7af40ad053f6f26ff2940aa3196,04b9953b354384043a64c5dbe77cb7e449f5bb4b4fd900d22f1bfbaf1ba10dcc,50173aadf66207f5814f4c89bd6e15fed149964713431105abdfe1da2e2686b3
304,d1__resnet_se__loso__s0__f022__song,d1__resnet_se__loso__s0__f022,song,resnet_se,loso,0,22,23,704,264,44,D1-train|resnet_se|loso|22|0,3336245919,loso/fold_022_seed_0.npz,0822da100e4e33f2ae16dfc4f7a09e47c0f773290008fb83bdac75b0a882ac8c,02b4b79d55d677abf9548694b12f3a4e9eaabda6620bc8dea065b828be0e7cc0,d1f7c60a006b04fec1eabbc7d5a71197a4a0f44eab8154f7214c389d9244ec66,6a29d9106bfb0df837fe263f5f9a9620776a69480995032b5a01525bc9f86929,04b9953b354384043a64c5dbe77cb7e449f5bb4b4fd900d22f1bfbaf1ba10dcc,50173aadf66207f5814f4c89bd6e15fed149964713431105abdfe1da2e2686b3
305,d1__resnet_se__loso__s1__f000__speech,d1__resnet_se__loso__s1__f000,speech,resnet_se,loso,1,0,23,704,264,44,D1-train|resnet_se|loso|0|1,2493609492,loso/fold_000_seed_1.npz,96e7bd20720e18c816c707f5004229316b22c1539077adfa85058c868fa9b9a0,59d33737ccfa147cd71c9047c940b7a671087377899d8a45ee220bd6e4680e56,d1f7c60a006b04fec1eabbc7d5a71197a4a0f44eab8154f7214c389d9244ec66,72c4f52c5380c67425cd66055856dc518fb9f7af40ad053f6f26ff2940aa3196,04b9953b354384043a64c5dbe77cb7e449f5bb4b4fd900d22f1bfbaf1ba10dcc,50173aadf66207f5814f4c89bd6e15fed149964713431105abdfe1da2e2686b3
306,d1__resnet_se__loso__s1__f000__song,d1__resnet_se__loso__s1__f000,song,resnet_se,loso,1,0,23,704,264,44,D1-train|resnet_se|loso|0|1,2493609492,loso/fold_000_seed_1.npz,96e7bd20720e18c816c707f5004229316b22c1539077adfa85058c868fa9b9a0,59d33737ccfa147cd71c9047c940b7a671087377899d8a45ee220bd6e4680e56,d1f7c60a006b04fec1eabbc7d5a71197a4a0f44eab8154f7214c389d9244ec66,6a29d9106bfb0df837fe263f5f9a9620776a69480995032b5a01525bc9f86929,04b9953b354384043a64c5dbe77cb7e449f5bb4b4fd900d22f1bfbaf1ba10dcc,50173aadf66207f5814f4c89bd6e15fed149964713431105abdfe1da2e2686b3
307,d1__resnet_se__loso__s1__f001__speech,d1__resnet_se__loso__s1__f001,speech,resnet_se,loso,1,1,23,704,264,44,D1-train|resnet_se|loso|1|1,1762834698,loso/fold_001_seed_1.npz,6e365401013a1d80045203745a6786d8019198ab285fdda94dcb84a90f299e1f,bb6722fea5ec9009d928730d548a6341f9ae729ec927fbabac218ea3178a4791,d1f7c60a006b04fec1eabbc7d5a71197a4a0f44eab8154f7214c389d9244ec66,72c4f52c5380c67425cd66055856dc518fb9f7af40ad053f6f26ff2940aa3196,04b9953b354384043a64c5dbe77cb7e449f5bb4b4fd900d22f1bfbaf1ba10dcc,50173aadf66207f5814f4c89bd6e15fed149964713431105abdfe1da2e2686b3
308,d1__resnet_se__loso__s1__f001__song,d1__resnet_se__loso__s1__f001,song,resnet_se,loso,1,1,23,704,264,44,D1-train|resnet_se|loso|1|1,1762834698,loso/fold_001_seed_1.npz,6e365401013a1d80045203745a6786d8019198ab285fdda94dcb84a90f299e1f,bb6722fea5ec9009d928730d548a6341f9ae729ec927fbabac218ea3178a4791,d1f7c60a006b04fec1eabbc7d5a71197a4a0f44eab8154f7214c389d9244ec66,6a29d9106bfb0df837fe263f5f9a9620776a69480995032b5a01525bc9f86929,04b9953b354384043a64c5dbe77cb7e449f5bb4b4fd900d22f1bfbaf1ba10dcc,50173aadf66207f5814f4c89bd6e15fed149964713431105abdfe1da2e2686b3
309,d1__resnet_se__loso__s1__f002__speech,d1__resnet_se__loso__s1__f002,speech,resnet_se,loso,1,2,23,704,264,44,D1-train|resnet_se|loso|2|1,982750951,loso/fold_002_seed_1.npz,141914b68445efc17ef819ad8f4d74143060b1df6a796e12ce2d178c916d83bc,ea42965a179dd05b4a88561d55aea72bb4d8f36d833e2df97875bdd771529d76,d1f7c60a006b04fec1eabbc7d5a71197a4a0f44eab8154f7214c389d9244ec66,72c4f52c5380c67425cd66055856dc518fb9f7af40ad053f6f26ff2940aa3196,04b9953b354384043a64c5dbe77cb7e449f5bb4b4fd900d22f1bfbaf1ba10dcc,50173aadf66207f5814f4c89bd6e15fed149964713431105abdfe1da2e2686b3
310,d1__resnet_se__loso__s1__f002__song,d1__resnet_se__loso__s1__f002,song,resnet_se,loso,1,2,23,704,264,44,D1-train|resnet_se|loso|2|1,982750951,loso/fold_002_seed_1.npz,141914b68445efc17ef819ad8f4d74143060b1df6a796e12ce2d178c916d83bc,ea42965a179dd05b4a88561d55aea72bb4d8f36d833e2df97875bdd771529d76,d1f7c60a006b04fec1eabbc7d5a71197a4a0f44eab8154f7214c389d9244ec66,6a29d9106bfb0df837fe263f5f9a9620776a69480995032b5a01525bc9f86929,04b9953b354384043a64c5dbe77cb7e449f5bb4b4fd900d22f1bfbaf1ba10dcc,50173aadf66207f5814f4c89bd6e15fed149964713431105abdfe1da2e2686b3
311,d1__resnet_se__loso__s1__f003__speech,d1__resnet_se__loso__s1__f003,speech,resnet_se,loso,1,3,23,704,264,44,D1-train|resnet_se|loso|3|1,2415846178,loso/fold_003_seed_1.npz,6237c89b0680ddc2da227452fdd16c775c694af508b94ad29daa3c68f1804529,e4c364c9cfbe6c13d386c980daec690b5166c284a4d7d9375f809e041e0934ca,d1f7c60a006b04fec1eabbc7d5a71197a4a0f44eab8154f7214c389d9244ec66,72c4f52c5380c67425cd66055856dc518fb9f7af40ad053f6f26ff2940aa3196,04b9953b354384043a64c5dbe77cb7e449f5bb4b4fd900d22f1bfbaf1ba10dcc,50173aadf66207f5814f4c89bd6e15fed149964713431105abdfe1da2e2686b3
312,d1__resnet_se__loso__s1__f003__song,d1__resnet_se__loso__s1__f003,song,resnet_se,loso,1,3,23,704,264,44,D1-train|resnet_se|loso|3|1,2415846178,loso/fold_003_seed_1.npz,6237c89b0680ddc2da227452fdd16c775c694af508b94ad29daa3c68f1804529,e4c364c9cfbe6c13d386c980daec690b5166c284a4d7d9375f809e041e0934ca,d1f7c60a006b04fec1eabbc7d5a71197a4a0f44eab8154f7214c389d9244ec66,6a29d9106bfb0df837fe263f5f9a9620776a69480995032b5a01525bc9f86929,04b9953b354384043a64c5dbe77cb7e449f5bb4b4fd900d22f1bfbaf1ba10dcc,50173aadf66207f5814f4c89bd6e15fed149964713431105abdfe1da2e2686b3
313,d1__resnet_se__loso__s1__f004__speech,d1__resnet_se__loso__s1__f004,speech,resnet_se,loso,1,4,23,704,264,44,D1-train|resnet_se|loso|4|1,794356736,loso/fold_004_seed_1.npz,39fda2a7a535378e4307b94e76d4923c8df611e2fbfdf1c7891420f2c661cb85,ef16bdfb0f4493fc39be57717548fc2c4dccaec1a812ecbca5e6fcc5b87b924d,d1f7c60a006b04fec1eabbc7d5a71197a4a0f44eab8154f7214c389d9244ec66,72c4f52c5380c67425cd66055856dc518fb9f7af40ad053f6f26ff2940aa3196,04b9953b354384043a64c5dbe77cb7e449f5bb4b4fd900d22f1bfbaf1ba10dcc,50173aadf66207f5814f4c89bd6e15fed149964713431105abdfe1da2e2686b3
314,d1__resnet_se__loso__s1__f004__song,d1__resnet_se__loso__s1__f004,song,resnet_se,loso,1,4,23,704,264,44,D1-train|resnet_se|loso|4|1,794356736,loso/fold_004_seed_1.npz,39fda2a7a535378e4307b94e76d4923c8df611e2fbfdf1c7891420f2c661cb85,ef16bdfb0f4493fc39be57717548fc2c4dccaec1a812ecbca5e6fcc5b87b924d,d1f7c60a006b04fec1eabbc7d5a71197a4a0f44eab8154f7214c389d9244ec66,6a29d9106bfb0df837fe263f5f9a9620776a69480995032b5a01525bc9f86929,04b9953b354384043a64c5dbe77cb7e449f5bb4b4fd900d22f1bfbaf1ba10dcc,50173aadf66207f5814f4c89bd6e15fed149964713431105abdfe1da2e2686b3
